"","edad","genero","estado","feliz"
"7133",46,"FEMENINO","COAHUILA","FELIZ"
"7134",35,"FEMENINO","CHIHUAHUA","FELIZ"
"7135",47,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7136",47,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7137",56,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7138",59,"MASCULINO","DURANGO","FELIZ"
"7139",61,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7140",28,"FEMENINO","NUEVO LEÓN","FELIZ"
"7141",43,"MASCULINO","NUEVO LEÓN","FELIZ"
"7142",40,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7143",45,"FEMENINO","SONORA","FELIZ"
"7144",53,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7145",33,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7146",20,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7147",51,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7148",27,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7149",23,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7150",55,"MASCULINO","CHIHUAHUA","NO FELIZ"
"7151",46,"FEMENINO","CHIHUAHUA","FELIZ"
"7152",46,"MASCULINO","CHIHUAHUA","NO FELIZ"
"7153",23,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7154",47,"MASCULINO","SONORA","FELIZ"
"7155",25,"FEMENINO","SONORA","NO FELIZ"
"7156",57,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7157",22,"MASCULINO","SONORA","NO FELIZ"
"7158",32,"MASCULINO","SONORA","NO FELIZ"
"7159",59,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"7160",63,"FEMENINO","SONORA","NO FELIZ"
"7161",19,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"7162",48,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7163",48,"FEMENINO","CHIHUAHUA","FELIZ"
"7164",48,"MASCULINO","CHIHUAHUA","NO FELIZ"
"7165",35,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7166",46,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7167",21,"FEMENINO","COAHUILA","FELIZ"
"7168",51,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7169",19,"MASCULINO","NUEVO LEÓN","FELIZ"
"7170",60,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7171",62,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7172",25,"MASCULINO","TAMAULIPAS","FELIZ"
"7173",61,"FEMENINO","COAHUILA","FELIZ"
"7174",19,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"7175",19,"MASCULINO","NUEVO LEÓN","FELIZ"
"7176",29,"FEMENINO","CHIHUAHUA","FELIZ"
"7177",55,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7178",34,"MASCULINO","DURANGO","FELIZ"
"7179",30,"FEMENINO","DURANGO","NO FELIZ"
"7180",55,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7181",30,"MASCULINO","SONORA","NO FELIZ"
"7182",57,"FEMENINO","DURANGO","FELIZ"
"7183",23,"MASCULINO","TAMAULIPAS","FELIZ"
"7184",63,"MASCULINO","SONORA","FELIZ"
"7185",36,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7186",44,"MASCULINO","CHIHUAHUA","FELIZ"
"7187",56,"FEMENINO","TAMAULIPAS","FELIZ"
"7188",42,"MASCULINO","COAHUILA","FELIZ"
"7189",23,"FEMENINO","CHIHUAHUA","FELIZ"
"7190",34,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7191",45,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7192",33,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7193",18,"MASCULINO","DURANGO","FELIZ"
"7194",60,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7195",29,"MASCULINO","DURANGO","NO FELIZ"
"7196",33,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7197",51,"FEMENINO","NUEVO LEÓN","FELIZ"
"7198",59,"MASCULINO","SONORA","FELIZ"
"7199",22,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7200",35,"MASCULINO","CHIHUAHUA","NO FELIZ"
"7201",52,"FEMENINO","NUEVO LEÓN","FELIZ"
"7202",27,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7203",27,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7204",37,"FEMENINO","SONORA","NO FELIZ"
"7205",21,"FEMENINO","SONORA","FELIZ"
"7206",32,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"7207",63,"FEMENINO","NUEVO LEÓN","FELIZ"
"7208",30,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7209",54,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7210",36,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"7211",36,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7212",55,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7213",49,"MASCULINO","TAMAULIPAS","NO FELIZ"
"7214",38,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7215",32,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7216",27,"MASCULINO","SONORA","FELIZ"
"7217",39,"MASCULINO","DURANGO","FELIZ"
"7218",24,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7219",45,"MASCULINO","COAHUILA","FELIZ"
"7220",38,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7221",59,"MASCULINO","SONORA","FELIZ"
"7222",43,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7223",50,"FEMENINO","CHIHUAHUA","FELIZ"
"7224",62,"FEMENINO","COAHUILA","NO FELIZ"
"7225",40,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7226",27,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7227",64,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7228",61,"MASCULINO","DURANGO","FELIZ"
"7229",41,"MASCULINO","TAMAULIPAS","NO FELIZ"
"7230",61,"FEMENINO","DURANGO","FELIZ"
"7231",58,"FEMENINO","DURANGO","NO FELIZ"
"7232",33,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7233",33,"MASCULINO","CHIHUAHUA","NO FELIZ"
"7234",33,"MASCULINO","COAHUILA","FELIZ"
"7235",33,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7236",47,"MASCULINO","DURANGO","FELIZ"
"7237",23,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"7238",50,"MASCULINO","SONORA","NO FELIZ"
"7239",50,"FEMENINO","NUEVO LEÓN","FELIZ"
"7240",62,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"7241",20,"MASCULINO","DURANGO","FELIZ"
"7242",51,"MASCULINO","DURANGO","NO FELIZ"
"7243",42,"FEMENINO","SONORA","FELIZ"
"7244",59,"FEMENINO","NUEVO LEÓN","FELIZ"
"7245",52,"MASCULINO","TAMAULIPAS","FELIZ"
"7246",60,"FEMENINO","DURANGO","FELIZ"
"7247",43,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7248",30,"MASCULINO","CHIHUAHUA","NO FELIZ"
"7249",44,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7250",47,"MASCULINO","SONORA","NO FELIZ"
"7251",62,"MASCULINO","NUEVO LEÓN","FELIZ"
"7252",45,"FEMENINO","COAHUILA","FELIZ"
"7253",41,"MASCULINO","COAHUILA","NO FELIZ"
"7254",25,"FEMENINO","TAMAULIPAS","FELIZ"
"7255",54,"MASCULINO","SONORA","FELIZ"
"7256",45,"MASCULINO","SONORA","NO FELIZ"
"7257",42,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7258",51,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7259",56,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7260",39,"MASCULINO","SONORA","FELIZ"
"7261",22,"MASCULINO","TAMAULIPAS","FELIZ"
"7262",49,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7263",45,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7264",39,"FEMENINO","CHIHUAHUA","FELIZ"
"7265",53,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7266",56,"MASCULINO","NUEVO LEÓN","FELIZ"
"7267",40,"MASCULINO","COAHUILA","NO FELIZ"
"7268",19,"FEMENINO","COAHUILA","NO FELIZ"
"7269",41,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7270",54,"MASCULINO","CHIHUAHUA","FELIZ"
"7271",54,"MASCULINO","COAHUILA","NO FELIZ"
"7272",32,"MASCULINO","COAHUILA","NO FELIZ"
"7273",36,"MASCULINO","TAMAULIPAS","FELIZ"
"7274",46,"MASCULINO","COAHUILA","NO FELIZ"
"7275",27,"MASCULINO","TAMAULIPAS","FELIZ"
"7276",19,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"7277",34,"MASCULINO","CHIHUAHUA","FELIZ"
"7278",33,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7279",57,"MASCULINO","CHIHUAHUA","FELIZ"
"7280",57,"MASCULINO","SONORA","NO FELIZ"
"7281",46,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"7282",41,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"7283",18,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7284",33,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7285",46,"MASCULINO","SONORA","FELIZ"
"7286",63,"FEMENINO","DURANGO","FELIZ"
"7287",64,"FEMENINO","COAHUILA","FELIZ"
"7288",46,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7289",64,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7290",25,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7291",35,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7292",55,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"7293",28,"FEMENINO","COAHUILA","NO FELIZ"
"7294",28,"MASCULINO","TAMAULIPAS","NO FELIZ"
"7295",35,"FEMENINO","COAHUILA","FELIZ"
"7296",53,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7297",55,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"7298",47,"MASCULINO","COAHUILA","NO FELIZ"
"7299",52,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7300",27,"MASCULINO","SONORA","FELIZ"
"7301",37,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"7302",58,"MASCULINO","TAMAULIPAS","NO FELIZ"
"7303",64,"MASCULINO","TAMAULIPAS","FELIZ"
"7304",27,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7305",58,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7306",55,"MASCULINO","NUEVO LEÓN","FELIZ"
"7307",32,"MASCULINO","COAHUILA","NO FELIZ"
"7308",47,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7309",56,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7310",58,"MASCULINO","DURANGO","NO FELIZ"
"7311",21,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7312",36,"FEMENINO","NUEVO LEÓN","FELIZ"
"7313",50,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7314",39,"MASCULINO","TAMAULIPAS","FELIZ"
"7315",18,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7316",62,"MASCULINO","COAHUILA","NO FELIZ"
"7317",59,"FEMENINO","SONORA","FELIZ"
"7318",61,"MASCULINO","DURANGO","FELIZ"
"7319",37,"FEMENINO","NUEVO LEÓN","FELIZ"
"7320",55,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7321",58,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7322",33,"MASCULINO","DURANGO","NO FELIZ"
"7323",42,"MASCULINO","CHIHUAHUA","FELIZ"
"7324",21,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7325",22,"MASCULINO","COAHUILA","NO FELIZ"
"7326",64,"FEMENINO","SONORA","FELIZ"
"7327",56,"FEMENINO","TAMAULIPAS","FELIZ"
"7328",65,"MASCULINO","CHIHUAHUA","FELIZ"
"7329",26,"FEMENINO","DURANGO","FELIZ"
"7330",32,"MASCULINO","CHIHUAHUA","NO FELIZ"
"7331",53,"MASCULINO","TAMAULIPAS","NO FELIZ"
"7332",27,"MASCULINO","COAHUILA","FELIZ"
"7333",46,"FEMENINO","COAHUILA","NO FELIZ"
"7334",42,"FEMENINO","DURANGO","FELIZ"
"7335",39,"FEMENINO","COAHUILA","FELIZ"
"7336",25,"FEMENINO","DURANGO","NO FELIZ"
"7337",32,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7338",57,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"7339",41,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7340",59,"FEMENINO","DURANGO","NO FELIZ"
"7341",63,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7342",49,"FEMENINO","SONORA","FELIZ"
"7343",33,"FEMENINO","TAMAULIPAS","FELIZ"
"7344",19,"MASCULINO","NUEVO LEÓN","FELIZ"
"7345",34,"MASCULINO","DURANGO","NO FELIZ"
"7346",45,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7347",36,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7348",63,"FEMENINO","DURANGO","NO FELIZ"
"7349",35,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7350",30,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7351",64,"MASCULINO","CHIHUAHUA","FELIZ"
"7352",57,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7353",60,"FEMENINO","SONORA","NO FELIZ"
"7354",60,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7355",34,"FEMENINO","COAHUILA","FELIZ"
"7356",54,"MASCULINO","TAMAULIPAS","NO FELIZ"
"7357",18,"FEMENINO","DURANGO","NO FELIZ"
"7358",59,"MASCULINO","DURANGO","NO FELIZ"
"7359",56,"FEMENINO","DURANGO","FELIZ"
"7360",19,"MASCULINO","TAMAULIPAS","FELIZ"
"7361",18,"MASCULINO","COAHUILA","NO FELIZ"
"7362",49,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7363",39,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7364",41,"MASCULINO","COAHUILA","FELIZ"
"7365",37,"MASCULINO","NUEVO LEÓN","FELIZ"
"7366",22,"MASCULINO","CHIHUAHUA","FELIZ"
"7367",53,"FEMENINO","DURANGO","NO FELIZ"
"7368",20,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7369",56,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7370",45,"FEMENINO","DURANGO","NO FELIZ"
"7371",42,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7372",49,"MASCULINO","SONORA","NO FELIZ"
"7373",20,"MASCULINO","COAHUILA","FELIZ"
"7374",64,"MASCULINO","TAMAULIPAS","FELIZ"
"7375",22,"MASCULINO","COAHUILA","NO FELIZ"
"7376",38,"MASCULINO","CHIHUAHUA","FELIZ"
"7377",21,"MASCULINO","TAMAULIPAS","FELIZ"
"7378",47,"FEMENINO","TAMAULIPAS","FELIZ"
"7379",30,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7380",45,"FEMENINO","DURANGO","FELIZ"
"7381",33,"FEMENINO","CHIHUAHUA","FELIZ"
"7382",56,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7383",53,"FEMENINO","SONORA","NO FELIZ"
"7384",53,"MASCULINO","COAHUILA","NO FELIZ"
"7385",60,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7386",58,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7387",24,"MASCULINO","CHIHUAHUA","FELIZ"
"7388",62,"FEMENINO","COAHUILA","FELIZ"
"7389",48,"FEMENINO","SONORA","FELIZ"
"7390",49,"MASCULINO","CHIHUAHUA","FELIZ"
"7391",62,"MASCULINO","COAHUILA","FELIZ"
"7392",57,"FEMENINO","DURANGO","FELIZ"
"7393",41,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7394",50,"FEMENINO","SONORA","NO FELIZ"
"7395",31,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7396",31,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7397",30,"MASCULINO","DURANGO","NO FELIZ"
"7398",47,"MASCULINO","SONORA","NO FELIZ"
"7399",18,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7400",28,"MASCULINO","CHIHUAHUA","FELIZ"
"7401",60,"FEMENINO","DURANGO","NO FELIZ"
"7402",44,"MASCULINO","SONORA","NO FELIZ"
"7403",55,"MASCULINO","NUEVO LEÓN","FELIZ"
"7404",39,"MASCULINO","SONORA","NO FELIZ"
"7405",65,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7406",60,"FEMENINO","TAMAULIPAS","FELIZ"
"7407",62,"FEMENINO","TAMAULIPAS","FELIZ"
"7408",41,"MASCULINO","TAMAULIPAS","FELIZ"
"7409",48,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7410",34,"MASCULINO","DURANGO","NO FELIZ"
"7411",51,"FEMENINO","SONORA","NO FELIZ"
"7412",29,"MASCULINO","SONORA","FELIZ"
"7413",44,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7414",19,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7415",33,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"7416",62,"FEMENINO","TAMAULIPAS","FELIZ"
"7417",59,"MASCULINO","DURANGO","NO FELIZ"
"7418",51,"MASCULINO","CHIHUAHUA","FELIZ"
"7419",43,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7420",57,"MASCULINO","TAMAULIPAS","FELIZ"
"7421",24,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7422",28,"MASCULINO","DURANGO","FELIZ"
"7423",37,"FEMENINO","COAHUILA","FELIZ"
"7424",55,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7425",22,"MASCULINO","TAMAULIPAS","FELIZ"
"7426",31,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"7427",22,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7428",51,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7429",37,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7430",61,"MASCULINO","CHIHUAHUA","NO FELIZ"
"7431",65,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7432",55,"FEMENINO","DURANGO","FELIZ"
"7433",41,"MASCULINO","TAMAULIPAS","FELIZ"
"7434",18,"FEMENINO","TAMAULIPAS","FELIZ"
"7435",59,"MASCULINO","CHIHUAHUA","FELIZ"
"7436",43,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7437",34,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7438",30,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7439",63,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7440",27,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7441",30,"MASCULINO","NUEVO LEÓN","FELIZ"
"7442",24,"MASCULINO","CHIHUAHUA","FELIZ"
"7443",35,"FEMENINO","SONORA","NO FELIZ"
"7444",56,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7445",20,"MASCULINO","DURANGO","NO FELIZ"
"7446",20,"FEMENINO","SONORA","NO FELIZ"
"7447",35,"FEMENINO","SONORA","NO FELIZ"
"7448",50,"FEMENINO","SONORA","NO FELIZ"
"7449",41,"FEMENINO","COAHUILA","NO FELIZ"
"7450",46,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7451",57,"FEMENINO","TAMAULIPAS","NO FELIZ"
"7452",57,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7453",25,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7454",36,"FEMENINO","CHIHUAHUA","FELIZ"
"7455",44,"MASCULINO","DURANGO","FELIZ"
"7456",65,"MASCULINO","SONORA","NO FELIZ"
"7457",23,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7458",29,"FEMENINO","CHIHUAHUA","FELIZ"
"7459",18,"MASCULINO","COAHUILA","FELIZ"
"7460",55,"FEMENINO","COAHUILA","FELIZ"
"7461",20,"MASCULINO","COAHUILA","NO FELIZ"
"7462",41,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7463",29,"MASCULINO","TAMAULIPAS","FELIZ"
"7464",18,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7465",60,"MASCULINO","COAHUILA","FELIZ"
"7466",51,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"7467",31,"MASCULINO","TAMAULIPAS","FELIZ"
"7468",46,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7469",40,"MASCULINO","CHIHUAHUA","NO FELIZ"
"7470",34,"MASCULINO","COAHUILA","NO FELIZ"
"7471",32,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7472",20,"FEMENINO","COAHUILA","FELIZ"
"7473",56,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7474",62,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7475",32,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7476",61,"FEMENINO","CHIHUAHUA","FELIZ"
"7477",38,"MASCULINO","DURANGO","NO FELIZ"
"7478",41,"FEMENINO","SONORA","NO FELIZ"
"7479",56,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7480",52,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7481",39,"FEMENINO","COAHUILA","NO FELIZ"
"7482",60,"FEMENINO","SONORA","NO FELIZ"
"7483",19,"FEMENINO","DURANGO","NO FELIZ"
"7484",63,"FEMENINO","NUEVO LEÓN","FELIZ"
"7485",32,"FEMENINO","CHIHUAHUA","FELIZ"
"7486",23,"MASCULINO","COAHUILA","FELIZ"
"7487",42,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7488",33,"FEMENINO","DURANGO","FELIZ"
"7489",20,"MASCULINO","CHIHUAHUA","FELIZ"
"7490",55,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7491",44,"MASCULINO","DURANGO","NO FELIZ"
"7492",24,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7493",50,"MASCULINO","DURANGO","FELIZ"
"7494",39,"MASCULINO","TAMAULIPAS","FELIZ"
"7495",38,"MASCULINO","SONORA","NO FELIZ"
"7496",62,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7497",24,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7498",37,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"7499",60,"MASCULINO","TAMAULIPAS","FELIZ"
"7500",50,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"7501",43,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7502",53,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7503",59,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"7504",43,"MASCULINO","SONORA","FELIZ"
"7505",28,"MASCULINO","NUEVO LEÓN","FELIZ"
"7506",19,"MASCULINO","TAMAULIPAS","NO FELIZ"
"7507",43,"MASCULINO","TAMAULIPAS","FELIZ"
"7508",34,"FEMENINO","NUEVO LEÓN","FELIZ"
"7509",18,"FEMENINO","SONORA","FELIZ"
"7510",26,"MASCULINO","COAHUILA","NO FELIZ"
"7511",54,"FEMENINO","NUEVO LEÓN","FELIZ"
"7512",18,"FEMENINO","DURANGO","FELIZ"
"7513",23,"FEMENINO","CHIHUAHUA","FELIZ"
"7514",61,"MASCULINO","TAMAULIPAS","NO FELIZ"
"7515",29,"FEMENINO","SONORA","NO FELIZ"
"7516",29,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7517",23,"FEMENINO","CHIHUAHUA","FELIZ"
"7518",29,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7519",41,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"7520",64,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7521",21,"FEMENINO","SONORA","NO FELIZ"
"7522",51,"MASCULINO","COAHUILA","NO FELIZ"
"7523",65,"MASCULINO","TAMAULIPAS","FELIZ"
"7524",43,"FEMENINO","NUEVO LEÓN","FELIZ"
"7525",52,"FEMENINO","CHIHUAHUA","FELIZ"
"7526",42,"FEMENINO","DURANGO","NO FELIZ"
"7527",21,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7528",37,"MASCULINO","TAMAULIPAS","FELIZ"
"7529",61,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7530",53,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7531",39,"MASCULINO","COAHUILA","NO FELIZ"
"7532",55,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7533",42,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"7534",46,"FEMENINO","SONORA","NO FELIZ"
"7535",27,"FEMENINO","SONORA","NO FELIZ"
"7536",63,"MASCULINO","CHIHUAHUA","FELIZ"
"7537",24,"FEMENINO","TAMAULIPAS","FELIZ"
"7538",19,"FEMENINO","COAHUILA","FELIZ"
"7539",27,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7540",30,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"7541",43,"MASCULINO","DURANGO","FELIZ"
"7542",18,"MASCULINO","DURANGO","NO FELIZ"
"7543",37,"MASCULINO","SONORA","NO FELIZ"
"7544",50,"MASCULINO","DURANGO","FELIZ"
"7545",25,"MASCULINO","DURANGO","NO FELIZ"
"7546",31,"FEMENINO","COAHUILA","NO FELIZ"
"7547",35,"FEMENINO","SONORA","NO FELIZ"
"7548",65,"MASCULINO","NUEVO LEÓN","FELIZ"
"7549",29,"MASCULINO","DURANGO","FELIZ"
"7550",50,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7551",49,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"7552",27,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"7553",59,"MASCULINO","CHIHUAHUA","FELIZ"
"7554",58,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7555",36,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"7556",29,"FEMENINO","DURANGO","NO FELIZ"
"7557",26,"MASCULINO","CHIHUAHUA","NO FELIZ"
"7558",31,"FEMENINO","SONORA","FELIZ"
"7559",44,"MASCULINO","COAHUILA","FELIZ"
"7560",23,"MASCULINO","DURANGO","NO FELIZ"
"7561",49,"FEMENINO","CHIHUAHUA","FELIZ"
"7562",50,"MASCULINO","SONORA","FELIZ"
"7563",24,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7564",25,"FEMENINO","CHIHUAHUA","NO FELIZ"
"7565",22,"MASCULINO","DURANGO","NO FELIZ"
"7566",45,"FEMENINO","CHIHUAHUA","FELIZ"
"7567",63,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"7568",29,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"7569",31,"MASCULINO","SONORA","FELIZ"
"7570",33,"FEMENINO","SONORA","FELIZ"
"7571",19,"FEMENINO","CHIHUAHUA","FELIZ"
"7572",20,"MASCULINO","DURANGO","FELIZ"
